date,sales,family
2014-08-13,8.0,"LIQUOR,WINE,BEER"
2014-08-14,35.0,"LIQUOR,WINE,BEER"
2014-08-15,26.0,"LIQUOR,WINE,BEER"
2014-08-16,73.0,"LIQUOR,WINE,BEER"
2014-08-18,12.0,"LIQUOR,WINE,BEER"
2014-08-19,31.0,"LIQUOR,WINE,BEER"
2014-08-20,23.0,"LIQUOR,WINE,BEER"
2014-08-21,35.0,"LIQUOR,WINE,BEER"
2014-08-22,30.0,"LIQUOR,WINE,BEER"
2014-08-23,29.0,"LIQUOR,WINE,BEER"
2014-08-25,24.0,"LIQUOR,WINE,BEER"
2014-08-26,77.0,"LIQUOR,WINE,BEER"
2014-08-27,16.0,"LIQUOR,WINE,BEER"
2014-08-28,20.0,"LIQUOR,WINE,BEER"
2014-08-29,29.0,"LIQUOR,WINE,BEER"
2014-08-30,41.0,"LIQUOR,WINE,BEER"
2014-09-01,3.0,"LIQUOR,WINE,BEER"
2014-09-02,36.0,"LIQUOR,WINE,BEER"
2014-09-03,39.0,"LIQUOR,WINE,BEER"
2014-09-04,14.0,"LIQUOR,WINE,BEER"
2014-09-05,39.0,"LIQUOR,WINE,BEER"
2014-09-06,50.0,"LIQUOR,WINE,BEER"
2014-09-08,16.0,"LIQUOR,WINE,BEER"
2014-09-09,13.0,"LIQUOR,WINE,BEER"
2014-09-10,40.0,"LIQUOR,WINE,BEER"
2014-09-11,29.0,"LIQUOR,WINE,BEER"
2014-09-12,19.0,"LIQUOR,WINE,BEER"
2014-09-13,44.0,"LIQUOR,WINE,BEER"
2014-09-15,9.0,"LIQUOR,WINE,BEER"
2014-09-16,60.0,"LIQUOR,WINE,BEER"
2014-09-17,17.0,"LIQUOR,WINE,BEER"
2014-09-18,3.0,"LIQUOR,WINE,BEER"
2014-09-19,21.0,"LIQUOR,WINE,BEER"
2014-09-20,31.0,"LIQUOR,WINE,BEER"
2014-09-22,19.0,"LIQUOR,WINE,BEER"
2014-09-23,10.0,"LIQUOR,WINE,BEER"
2014-09-24,16.0,"LIQUOR,WINE,BEER"
2014-09-25,33.0,"LIQUOR,WINE,BEER"
2014-09-26,17.0,"LIQUOR,WINE,BEER"
2014-09-27,29.0,"LIQUOR,WINE,BEER"
2014-09-29,9.0,"LIQUOR,WINE,BEER"
2014-09-30,9.0,"LIQUOR,WINE,BEER"
2014-10-01,21.0,"LIQUOR,WINE,BEER"
2014-10-02,54.0,"LIQUOR,WINE,BEER"
2014-10-03,56.0,"LIQUOR,WINE,BEER"
2014-10-04,30.0,"LIQUOR,WINE,BEER"
2014-10-06,5.0,"LIQUOR,WINE,BEER"
2014-10-07,5.0,"LIQUOR,WINE,BEER"
2014-10-08,20.0,"LIQUOR,WINE,BEER"
2014-10-09,30.0,"LIQUOR,WINE,BEER"
2014-10-10,42.0,"LIQUOR,WINE,BEER"
2014-10-11,23.0,"LIQUOR,WINE,BEER"
2014-10-13,5.0,"LIQUOR,WINE,BEER"
2014-10-14,7.0,"LIQUOR,WINE,BEER"
2014-10-15,11.0,"LIQUOR,WINE,BEER"
2014-10-16,17.0,"LIQUOR,WINE,BEER"
2014-10-17,30.0,"LIQUOR,WINE,BEER"
2014-10-18,28.0,"LIQUOR,WINE,BEER"
2014-10-20,20.0,"LIQUOR,WINE,BEER"
2014-10-21,9.0,"LIQUOR,WINE,BEER"
2014-10-22,3.0,"LIQUOR,WINE,BEER"
2014-10-23,21.0,"LIQUOR,WINE,BEER"
2014-10-24,31.0,"LIQUOR,WINE,BEER"
2014-10-25,56.0,"LIQUOR,WINE,BEER"
2014-10-27,3.0,"LIQUOR,WINE,BEER"
2014-10-28,19.0,"LIQUOR,WINE,BEER"
2014-10-29,13.0,"LIQUOR,WINE,BEER"
2014-10-30,18.0,"LIQUOR,WINE,BEER"
2014-10-31,47.0,"LIQUOR,WINE,BEER"
2014-11-01,71.0,"LIQUOR,WINE,BEER"
2014-11-03,14.0,"LIQUOR,WINE,BEER"
2014-11-04,7.0,"LIQUOR,WINE,BEER"
2014-11-05,17.0,"LIQUOR,WINE,BEER"
2014-11-06,32.0,"LIQUOR,WINE,BEER"
2014-11-07,59.0,"LIQUOR,WINE,BEER"
2014-11-08,118.0,"LIQUOR,WINE,BEER"
2014-11-10,7.0,"LIQUOR,WINE,BEER"
2014-11-11,23.0,"LIQUOR,WINE,BEER"
2014-11-12,5.0,"LIQUOR,WINE,BEER"
2014-11-13,41.0,"LIQUOR,WINE,BEER"
2014-11-14,29.0,"LIQUOR,WINE,BEER"
2014-11-15,48.0,"LIQUOR,WINE,BEER"
2014-11-17,20.0,"LIQUOR,WINE,BEER"
2014-11-18,12.0,"LIQUOR,WINE,BEER"
2014-11-19,9.0,"LIQUOR,WINE,BEER"
2014-11-20,22.0,"LIQUOR,WINE,BEER"
2014-11-21,47.0,"LIQUOR,WINE,BEER"
2014-11-22,36.0,"LIQUOR,WINE,BEER"
2014-11-24,10.0,"LIQUOR,WINE,BEER"
2014-11-25,17.0,"LIQUOR,WINE,BEER"
2014-11-26,13.0,"LIQUOR,WINE,BEER"
2014-11-27,13.0,"LIQUOR,WINE,BEER"
2014-11-28,50.0,"LIQUOR,WINE,BEER"
2014-11-29,34.0,"LIQUOR,WINE,BEER"
2014-12-01,10.0,"LIQUOR,WINE,BEER"
2014-12-02,22.0,"LIQUOR,WINE,BEER"
2014-12-03,26.0,"LIQUOR,WINE,BEER"
2014-12-04,29.0,"LIQUOR,WINE,BEER"
2014-12-05,46.0,"LIQUOR,WINE,BEER"
2014-12-06,75.0,"LIQUOR,WINE,BEER"
2014-12-08,15.0,"LIQUOR,WINE,BEER"
2014-12-09,27.0,"LIQUOR,WINE,BEER"
2014-12-10,68.0,"LIQUOR,WINE,BEER"
2014-12-11,31.0,"LIQUOR,WINE,BEER"
2014-12-12,56.0,"LIQUOR,WINE,BEER"
2014-12-13,68.0,"LIQUOR,WINE,BEER"
2014-12-15,45.0,"LIQUOR,WINE,BEER"
2014-12-16,24.0,"LIQUOR,WINE,BEER"
2014-12-17,70.0,"LIQUOR,WINE,BEER"
2014-12-18,65.0,"LIQUOR,WINE,BEER"
2014-12-19,84.0,"LIQUOR,WINE,BEER"
2014-12-20,86.0,"LIQUOR,WINE,BEER"
2014-12-22,94.0,"LIQUOR,WINE,BEER"
2014-12-23,160.0,"LIQUOR,WINE,BEER"
2014-12-24,189.0,"LIQUOR,WINE,BEER"
2014-12-26,140.0,"LIQUOR,WINE,BEER"
2014-12-27,151.0,"LIQUOR,WINE,BEER"
2014-12-29,35.0,"LIQUOR,WINE,BEER"
2014-12-30,94.0,"LIQUOR,WINE,BEER"
2014-12-31,190.0,"LIQUOR,WINE,BEER"
2015-01-02,73.0,"LIQUOR,WINE,BEER"
2015-01-03,54.0,"LIQUOR,WINE,BEER"
2015-01-05,18.0,"LIQUOR,WINE,BEER"
2015-01-06,7.0,"LIQUOR,WINE,BEER"
2015-01-07,13.0,"LIQUOR,WINE,BEER"
2015-01-08,20.0,"LIQUOR,WINE,BEER"
2015-01-09,40.0,"LIQUOR,WINE,BEER"
2015-01-10,81.0,"LIQUOR,WINE,BEER"
2015-01-12,7.0,"LIQUOR,WINE,BEER"
2015-01-13,16.0,"LIQUOR,WINE,BEER"
2015-01-14,10.0,"LIQUOR,WINE,BEER"
2015-01-15,36.0,"LIQUOR,WINE,BEER"
2015-01-16,41.0,"LIQUOR,WINE,BEER"
2015-01-17,60.0,"LIQUOR,WINE,BEER"
2015-01-19,8.0,"LIQUOR,WINE,BEER"
2015-01-20,9.0,"LIQUOR,WINE,BEER"
2015-01-21,53.0,"LIQUOR,WINE,BEER"
2015-01-22,12.0,"LIQUOR,WINE,BEER"
2015-01-23,31.0,"LIQUOR,WINE,BEER"
2015-01-24,68.0,"LIQUOR,WINE,BEER"
2015-01-26,6.0,"LIQUOR,WINE,BEER"
2015-01-27,7.0,"LIQUOR,WINE,BEER"
2015-01-28,12.0,"LIQUOR,WINE,BEER"
2015-01-29,14.0,"LIQUOR,WINE,BEER"
2015-01-30,37.0,"LIQUOR,WINE,BEER"
2015-01-31,98.0,"LIQUOR,WINE,BEER"
2015-02-02,19.0,"LIQUOR,WINE,BEER"
2015-02-03,21.0,"LIQUOR,WINE,BEER"
2015-02-04,14.0,"LIQUOR,WINE,BEER"
2015-02-05,15.0,"LIQUOR,WINE,BEER"
2015-02-06,60.0,"LIQUOR,WINE,BEER"
2015-02-07,38.0,"LIQUOR,WINE,BEER"
2015-02-09,15.0,"LIQUOR,WINE,BEER"
2015-02-10,22.0,"LIQUOR,WINE,BEER"
2015-02-11,53.0,"LIQUOR,WINE,BEER"
2015-02-12,44.0,"LIQUOR,WINE,BEER"
2015-02-13,60.0,"LIQUOR,WINE,BEER"
2015-02-14,83.0,"LIQUOR,WINE,BEER"
2015-02-15,25.0,"LIQUOR,WINE,BEER"
2015-02-16,50.0,"LIQUOR,WINE,BEER"
2015-02-18,9.0,"LIQUOR,WINE,BEER"
2015-02-19,16.0,"LIQUOR,WINE,BEER"
2015-02-20,20.0,"LIQUOR,WINE,BEER"
2015-02-21,67.0,"LIQUOR,WINE,BEER"
2015-02-23,13.0,"LIQUOR,WINE,BEER"
2015-02-24,13.0,"LIQUOR,WINE,BEER"
2015-02-25,14.0,"LIQUOR,WINE,BEER"
2015-02-26,61.0,"LIQUOR,WINE,BEER"
2015-02-27,23.0,"LIQUOR,WINE,BEER"
2015-02-28,45.0,"LIQUOR,WINE,BEER"
2015-03-02,8.0,"LIQUOR,WINE,BEER"
2015-03-03,11.0,"LIQUOR,WINE,BEER"
2015-03-04,24.0,"LIQUOR,WINE,BEER"
2015-03-05,29.0,"LIQUOR,WINE,BEER"
2015-03-06,31.0,"LIQUOR,WINE,BEER"
2015-03-07,64.0,"LIQUOR,WINE,BEER"
2015-03-09,32.0,"LIQUOR,WINE,BEER"
2015-03-10,16.0,"LIQUOR,WINE,BEER"
2015-03-11,48.0,"LIQUOR,WINE,BEER"
2015-03-12,16.0,"LIQUOR,WINE,BEER"
2015-03-13,65.0,"LIQUOR,WINE,BEER"
2015-03-14,44.0,"LIQUOR,WINE,BEER"
2015-03-16,35.0,"LIQUOR,WINE,BEER"
2015-03-17,19.0,"LIQUOR,WINE,BEER"
2015-03-18,20.0,"LIQUOR,WINE,BEER"
2015-03-19,47.0,"LIQUOR,WINE,BEER"
2015-03-20,129.0,"LIQUOR,WINE,BEER"
2015-03-21,67.0,"LIQUOR,WINE,BEER"
2015-03-23,13.0,"LIQUOR,WINE,BEER"
2015-03-24,24.0,"LIQUOR,WINE,BEER"
2015-03-25,34.0,"LIQUOR,WINE,BEER"
2015-03-26,26.0,"LIQUOR,WINE,BEER"
2015-03-27,35.0,"LIQUOR,WINE,BEER"
2015-03-28,46.0,"LIQUOR,WINE,BEER"
2015-03-30,23.0,"LIQUOR,WINE,BEER"
2015-03-31,63.0,"LIQUOR,WINE,BEER"
2015-04-01,74.0,"LIQUOR,WINE,BEER"
2015-04-02,58.0,"LIQUOR,WINE,BEER"
2015-04-03,36.0,"LIQUOR,WINE,BEER"
2015-04-04,89.0,"LIQUOR,WINE,BEER"
2015-04-06,50.0,"LIQUOR,WINE,BEER"
2015-04-07,16.0,"LIQUOR,WINE,BEER"
2015-04-08,25.0,"LIQUOR,WINE,BEER"
2015-04-09,28.0,"LIQUOR,WINE,BEER"
2015-04-10,82.0,"LIQUOR,WINE,BEER"
2015-04-11,61.0,"LIQUOR,WINE,BEER"
2015-04-13,24.0,"LIQUOR,WINE,BEER"
2015-04-14,38.0,"LIQUOR,WINE,BEER"
2015-04-15,27.0,"LIQUOR,WINE,BEER"
2015-04-16,30.0,"LIQUOR,WINE,BEER"
2015-04-17,80.0,"LIQUOR,WINE,BEER"
2015-04-18,62.0,"LIQUOR,WINE,BEER"
2015-04-20,33.0,"LIQUOR,WINE,BEER"
2015-04-21,22.0,"LIQUOR,WINE,BEER"
2015-04-22,25.0,"LIQUOR,WINE,BEER"
2015-04-23,38.0,"LIQUOR,WINE,BEER"
2015-04-24,39.0,"LIQUOR,WINE,BEER"
2015-04-25,83.0,"LIQUOR,WINE,BEER"
2015-04-27,1.0,"LIQUOR,WINE,BEER"
2015-04-28,21.0,"LIQUOR,WINE,BEER"
2015-04-29,59.0,"LIQUOR,WINE,BEER"
2015-04-30,313.0,"LIQUOR,WINE,BEER"
2015-05-01,56.0,"LIQUOR,WINE,BEER"
2015-05-02,40.0,"LIQUOR,WINE,BEER"
2015-05-04,42.0,"LIQUOR,WINE,BEER"
2015-05-05,26.0,"LIQUOR,WINE,BEER"
2015-05-06,18.0,"LIQUOR,WINE,BEER"
2015-05-07,26.0,"LIQUOR,WINE,BEER"
2015-05-08,154.0,"LIQUOR,WINE,BEER"
2015-05-09,129.0,"LIQUOR,WINE,BEER"
2015-05-11,51.0,"LIQUOR,WINE,BEER"
2015-05-12,25.0,"LIQUOR,WINE,BEER"
2015-05-13,29.0,"LIQUOR,WINE,BEER"
2015-05-14,58.0,"LIQUOR,WINE,BEER"
2015-05-15,46.0,"LIQUOR,WINE,BEER"
2015-05-16,104.0,"LIQUOR,WINE,BEER"
2015-05-18,55.0,"LIQUOR,WINE,BEER"
2015-05-19,46.0,"LIQUOR,WINE,BEER"
2015-05-20,38.0,"LIQUOR,WINE,BEER"
2015-05-21,58.0,"LIQUOR,WINE,BEER"
2015-05-22,75.0,"LIQUOR,WINE,BEER"
2015-05-23,104.0,"LIQUOR,WINE,BEER"
2015-05-25,28.0,"LIQUOR,WINE,BEER"
2015-05-26,77.0,"LIQUOR,WINE,BEER"
2015-05-27,23.0,"LIQUOR,WINE,BEER"
2015-05-28,67.0,"LIQUOR,WINE,BEER"
2015-05-29,89.0,"LIQUOR,WINE,BEER"
2015-05-30,78.0,"LIQUOR,WINE,BEER"
2015-06-01,43.0,"LIQUOR,WINE,BEER"
2015-06-02,27.0,"LIQUOR,WINE,BEER"
2015-06-03,24.0,"LIQUOR,WINE,BEER"
2015-06-04,35.0,"LIQUOR,WINE,BEER"
2015-06-05,38.0,"LIQUOR,WINE,BEER"
2015-06-06,103.0,"LIQUOR,WINE,BEER"
2015-06-08,7.0,"LIQUOR,WINE,BEER"
2015-06-09,9.0,"LIQUOR,WINE,BEER"
2015-06-10,23.0,"LIQUOR,WINE,BEER"
2015-06-11,50.0,"LIQUOR,WINE,BEER"
2015-06-12,53.0,"LIQUOR,WINE,BEER"
2015-06-13,48.0,"LIQUOR,WINE,BEER"
2015-06-15,19.0,"LIQUOR,WINE,BEER"
2015-06-16,8.0,"LIQUOR,WINE,BEER"
2015-06-17,17.0,"LIQUOR,WINE,BEER"
2015-06-18,49.0,"LIQUOR,WINE,BEER"
2015-06-19,44.0,"LIQUOR,WINE,BEER"
2015-06-20,103.0,"LIQUOR,WINE,BEER"
2015-06-22,21.0,"LIQUOR,WINE,BEER"
2015-06-23,14.0,"LIQUOR,WINE,BEER"
2015-06-24,27.0,"LIQUOR,WINE,BEER"
2015-06-25,20.0,"LIQUOR,WINE,BEER"
2015-06-26,53.0,"LIQUOR,WINE,BEER"
2015-06-27,60.0,"LIQUOR,WINE,BEER"
2015-06-29,65.0,"LIQUOR,WINE,BEER"
2015-06-30,22.0,"LIQUOR,WINE,BEER"
2015-07-01,27.0,"LIQUOR,WINE,BEER"
2015-07-02,32.0,"LIQUOR,WINE,BEER"
2015-07-03,53.0,"LIQUOR,WINE,BEER"
2015-07-04,94.0,"LIQUOR,WINE,BEER"
2015-07-06,17.0,"LIQUOR,WINE,BEER"
2015-07-07,34.0,"LIQUOR,WINE,BEER"
2015-07-08,16.0,"LIQUOR,WINE,BEER"
2015-07-09,27.0,"LIQUOR,WINE,BEER"
2015-07-10,61.0,"LIQUOR,WINE,BEER"
2015-07-11,88.0,"LIQUOR,WINE,BEER"
2015-07-13,30.0,"LIQUOR,WINE,BEER"
2015-07-14,27.0,"LIQUOR,WINE,BEER"
2015-07-15,15.0,"LIQUOR,WINE,BEER"
2015-07-16,22.0,"LIQUOR,WINE,BEER"
2015-07-17,59.0,"LIQUOR,WINE,BEER"
2015-07-18,76.0,"LIQUOR,WINE,BEER"
2015-07-20,29.0,"LIQUOR,WINE,BEER"
2015-07-21,58.0,"LIQUOR,WINE,BEER"
2015-07-22,31.0,"LIQUOR,WINE,BEER"
2015-07-23,74.0,"LIQUOR,WINE,BEER"
2015-07-24,65.0,"LIQUOR,WINE,BEER"
2015-07-25,82.0,"LIQUOR,WINE,BEER"
2015-07-27,59.0,"LIQUOR,WINE,BEER"
2015-07-28,50.0,"LIQUOR,WINE,BEER"
2015-07-29,14.0,"LIQUOR,WINE,BEER"
2015-07-30,72.0,"LIQUOR,WINE,BEER"
2015-07-31,56.0,"LIQUOR,WINE,BEER"
2015-08-01,77.0,"LIQUOR,WINE,BEER"
2015-08-03,62.0,"LIQUOR,WINE,BEER"
2015-08-04,22.0,"LIQUOR,WINE,BEER"
2015-08-05,46.0,"LIQUOR,WINE,BEER"
2015-08-06,14.0,"LIQUOR,WINE,BEER"
2015-08-07,109.0,"LIQUOR,WINE,BEER"
2015-08-08,44.0,"LIQUOR,WINE,BEER"
2015-08-10,25.0,"LIQUOR,WINE,BEER"
2015-08-11,26.0,"LIQUOR,WINE,BEER"
2015-08-12,26.0,"LIQUOR,WINE,BEER"
2015-08-13,10.0,"LIQUOR,WINE,BEER"
2015-08-14,37.0,"LIQUOR,WINE,BEER"
2015-08-15,27.0,"LIQUOR,WINE,BEER"
2015-08-17,9.0,"LIQUOR,WINE,BEER"
2015-08-18,13.0,"LIQUOR,WINE,BEER"
2015-08-19,13.0,"LIQUOR,WINE,BEER"
2015-08-20,63.0,"LIQUOR,WINE,BEER"
2015-08-21,36.0,"LIQUOR,WINE,BEER"
2015-08-22,69.0,"LIQUOR,WINE,BEER"
2015-08-24,12.0,"LIQUOR,WINE,BEER"
2015-08-25,15.0,"LIQUOR,WINE,BEER"
2015-08-26,12.0,"LIQUOR,WINE,BEER"
2015-08-27,38.0,"LIQUOR,WINE,BEER"
2015-08-28,39.0,"LIQUOR,WINE,BEER"
2015-08-29,35.0,"LIQUOR,WINE,BEER"
2015-08-31,13.0,"LIQUOR,WINE,BEER"
2015-09-01,16.0,"LIQUOR,WINE,BEER"
2015-09-02,14.0,"LIQUOR,WINE,BEER"
2015-09-03,14.0,"LIQUOR,WINE,BEER"
2015-09-04,71.0,"LIQUOR,WINE,BEER"
2015-09-05,69.0,"LIQUOR,WINE,BEER"
2015-09-07,22.0,"LIQUOR,WINE,BEER"
2015-09-08,66.0,"LIQUOR,WINE,BEER"
2015-09-09,25.0,"LIQUOR,WINE,BEER"
2015-09-10,13.0,"LIQUOR,WINE,BEER"
2015-09-11,29.0,"LIQUOR,WINE,BEER"
2015-09-12,65.0,"LIQUOR,WINE,BEER"
2015-09-14,10.0,"LIQUOR,WINE,BEER"
2015-09-15,20.0,"LIQUOR,WINE,BEER"
2015-09-16,45.0,"LIQUOR,WINE,BEER"
2015-09-17,23.0,"LIQUOR,WINE,BEER"
2015-09-18,25.0,"LIQUOR,WINE,BEER"
2015-09-19,98.0,"LIQUOR,WINE,BEER"
2015-09-21,6.0,"LIQUOR,WINE,BEER"
2015-09-22,16.0,"LIQUOR,WINE,BEER"
2015-09-23,24.0,"LIQUOR,WINE,BEER"
2015-09-24,20.0,"LIQUOR,WINE,BEER"
2015-09-25,61.0,"LIQUOR,WINE,BEER"
2015-09-26,77.0,"LIQUOR,WINE,BEER"
2015-09-28,35.0,"LIQUOR,WINE,BEER"
2015-09-29,11.0,"LIQUOR,WINE,BEER"
2015-09-30,59.0,"LIQUOR,WINE,BEER"
2015-10-01,14.0,"LIQUOR,WINE,BEER"
2015-10-02,40.0,"LIQUOR,WINE,BEER"
2015-10-03,241.0,"LIQUOR,WINE,BEER"
2015-10-05,23.0,"LIQUOR,WINE,BEER"
2015-10-06,8.0,"LIQUOR,WINE,BEER"
2015-10-07,15.0,"LIQUOR,WINE,BEER"
2015-10-08,55.0,"LIQUOR,WINE,BEER"
2015-10-09,56.0,"LIQUOR,WINE,BEER"
2015-10-10,164.0,"LIQUOR,WINE,BEER"
2015-10-12,29.0,"LIQUOR,WINE,BEER"
2015-10-13,26.0,"LIQUOR,WINE,BEER"
2015-10-14,19.0,"LIQUOR,WINE,BEER"
2015-10-15,6.0,"LIQUOR,WINE,BEER"
2015-10-16,49.0,"LIQUOR,WINE,BEER"
2015-10-17,73.0,"LIQUOR,WINE,BEER"
2015-10-19,7.0,"LIQUOR,WINE,BEER"
2015-10-20,8.0,"LIQUOR,WINE,BEER"
2015-10-21,20.0,"LIQUOR,WINE,BEER"
2015-10-22,11.0,"LIQUOR,WINE,BEER"
2015-10-23,27.0,"LIQUOR,WINE,BEER"
2015-10-24,79.0,"LIQUOR,WINE,BEER"
2015-10-26,16.0,"LIQUOR,WINE,BEER"
2015-10-27,30.0,"LIQUOR,WINE,BEER"
2015-10-28,23.0,"LIQUOR,WINE,BEER"
2015-10-29,43.0,"LIQUOR,WINE,BEER"
2015-10-30,64.0,"LIQUOR,WINE,BEER"
2015-10-31,64.0,"LIQUOR,WINE,BEER"
2015-11-01,17.0,"LIQUOR,WINE,BEER"
2015-11-02,36.0,"LIQUOR,WINE,BEER"
2015-11-04,16.0,"LIQUOR,WINE,BEER"
2015-11-05,18.0,"LIQUOR,WINE,BEER"
2015-11-06,51.0,"LIQUOR,WINE,BEER"
2015-11-07,86.0,"LIQUOR,WINE,BEER"
2015-11-09,49.0,"LIQUOR,WINE,BEER"
2015-11-10,5.0,"LIQUOR,WINE,BEER"
2015-11-11,16.0,"LIQUOR,WINE,BEER"
2015-11-12,102.0,"LIQUOR,WINE,BEER"
2015-11-13,29.0,"LIQUOR,WINE,BEER"
2015-11-14,81.0,"LIQUOR,WINE,BEER"
2015-11-16,10.0,"LIQUOR,WINE,BEER"
2015-11-17,82.0,"LIQUOR,WINE,BEER"
2015-11-18,3.0,"LIQUOR,WINE,BEER"
2015-11-19,7.0,"LIQUOR,WINE,BEER"
2015-11-20,48.0,"LIQUOR,WINE,BEER"
2015-11-21,35.0,"LIQUOR,WINE,BEER"
2015-11-23,35.0,"LIQUOR,WINE,BEER"
2015-11-24,11.0,"LIQUOR,WINE,BEER"
2015-11-25,18.0,"LIQUOR,WINE,BEER"
2015-11-26,101.0,"LIQUOR,WINE,BEER"
2015-11-27,66.0,"LIQUOR,WINE,BEER"
2015-11-28,51.0,"LIQUOR,WINE,BEER"
2015-11-30,19.0,"LIQUOR,WINE,BEER"
2015-12-01,19.0,"LIQUOR,WINE,BEER"
2015-12-02,22.0,"LIQUOR,WINE,BEER"
2015-12-03,237.0,"LIQUOR,WINE,BEER"
2015-12-04,62.0,"LIQUOR,WINE,BEER"
2015-12-05,131.0,"LIQUOR,WINE,BEER"
2015-12-07,34.0,"LIQUOR,WINE,BEER"
2015-12-08,13.0,"LIQUOR,WINE,BEER"
2015-12-09,18.0,"LIQUOR,WINE,BEER"
2015-12-10,72.0,"LIQUOR,WINE,BEER"
2015-12-11,70.0,"LIQUOR,WINE,BEER"
2015-12-12,120.0,"LIQUOR,WINE,BEER"
2015-12-14,89.0,"LIQUOR,WINE,BEER"
2015-12-15,26.0,"LIQUOR,WINE,BEER"
2015-12-16,29.0,"LIQUOR,WINE,BEER"
2015-12-17,62.0,"LIQUOR,WINE,BEER"
2015-12-18,73.0,"LIQUOR,WINE,BEER"
2015-12-19,69.0,"LIQUOR,WINE,BEER"
2015-12-21,25.0,"LIQUOR,WINE,BEER"
2015-12-22,64.0,"LIQUOR,WINE,BEER"
2015-12-23,108.0,"LIQUOR,WINE,BEER"
2015-12-24,155.0,"LIQUOR,WINE,BEER"
2015-12-26,94.0,"LIQUOR,WINE,BEER"
2015-12-28,32.0,"LIQUOR,WINE,BEER"
2015-12-29,56.0,"LIQUOR,WINE,BEER"
2015-12-30,134.0,"LIQUOR,WINE,BEER"
2015-12-31,159.0,"LIQUOR,WINE,BEER"
2016-01-02,66.0,"LIQUOR,WINE,BEER"
2016-01-04,13.0,"LIQUOR,WINE,BEER"
2016-01-05,21.0,"LIQUOR,WINE,BEER"
2016-01-06,18.0,"LIQUOR,WINE,BEER"
2016-01-07,14.0,"LIQUOR,WINE,BEER"
2016-01-08,110.0,"LIQUOR,WINE,BEER"
2016-01-09,66.0,"LIQUOR,WINE,BEER"
2016-01-11,8.0,"LIQUOR,WINE,BEER"
2016-01-12,17.0,"LIQUOR,WINE,BEER"
2016-01-13,37.0,"LIQUOR,WINE,BEER"
2016-01-14,18.0,"LIQUOR,WINE,BEER"
2016-01-15,43.0,"LIQUOR,WINE,BEER"
2016-01-16,88.0,"LIQUOR,WINE,BEER"
2016-01-18,35.0,"LIQUOR,WINE,BEER"
2016-01-19,29.0,"LIQUOR,WINE,BEER"
2016-01-20,11.0,"LIQUOR,WINE,BEER"
2016-01-21,54.0,"LIQUOR,WINE,BEER"
2016-01-22,96.0,"LIQUOR,WINE,BEER"
2016-01-23,111.0,"LIQUOR,WINE,BEER"
2016-01-25,31.0,"LIQUOR,WINE,BEER"
2016-01-26,11.0,"LIQUOR,WINE,BEER"
2016-01-27,14.0,"LIQUOR,WINE,BEER"
2016-01-28,17.0,"LIQUOR,WINE,BEER"
2016-01-29,61.0,"LIQUOR,WINE,BEER"
2016-01-30,102.0,"LIQUOR,WINE,BEER"
2016-02-01,5.0,"LIQUOR,WINE,BEER"
2016-02-02,30.0,"LIQUOR,WINE,BEER"
2016-02-03,11.0,"LIQUOR,WINE,BEER"
2016-02-04,33.0,"LIQUOR,WINE,BEER"
2016-02-05,96.0,"LIQUOR,WINE,BEER"
2016-02-06,66.0,"LIQUOR,WINE,BEER"
2016-02-07,22.0,"LIQUOR,WINE,BEER"
2016-02-08,33.0,"LIQUOR,WINE,BEER"
2016-02-10,22.0,"LIQUOR,WINE,BEER"
2016-02-11,11.0,"LIQUOR,WINE,BEER"
2016-02-12,29.0,"LIQUOR,WINE,BEER"
2016-02-13,72.0,"LIQUOR,WINE,BEER"
2016-02-15,30.0,"LIQUOR,WINE,BEER"
2016-02-16,22.0,"LIQUOR,WINE,BEER"
2016-02-17,14.0,"LIQUOR,WINE,BEER"
2016-02-18,18.0,"LIQUOR,WINE,BEER"
2016-02-19,47.0,"LIQUOR,WINE,BEER"
2016-02-20,39.0,"LIQUOR,WINE,BEER"
2016-02-22,19.0,"LIQUOR,WINE,BEER"
2016-02-23,18.0,"LIQUOR,WINE,BEER"
2016-02-24,12.0,"LIQUOR,WINE,BEER"
2016-02-25,11.0,"LIQUOR,WINE,BEER"
2016-02-26,34.0,"LIQUOR,WINE,BEER"
2016-02-27,69.0,"LIQUOR,WINE,BEER"
2016-02-29,20.0,"LIQUOR,WINE,BEER"
2016-03-01,13.0,"LIQUOR,WINE,BEER"
2016-03-02,29.0,"LIQUOR,WINE,BEER"
2016-03-03,16.0,"LIQUOR,WINE,BEER"
2016-03-04,56.0,"LIQUOR,WINE,BEER"
2016-03-05,83.0,"LIQUOR,WINE,BEER"
2016-03-07,36.0,"LIQUOR,WINE,BEER"
2016-03-08,24.0,"LIQUOR,WINE,BEER"
2016-03-09,15.0,"LIQUOR,WINE,BEER"
2016-03-10,16.0,"LIQUOR,WINE,BEER"
2016-03-11,120.0,"LIQUOR,WINE,BEER"
2016-03-12,41.0,"LIQUOR,WINE,BEER"
2016-03-14,9.0,"LIQUOR,WINE,BEER"
2016-03-15,16.0,"LIQUOR,WINE,BEER"
2016-03-16,8.0,"LIQUOR,WINE,BEER"
2016-03-17,21.0,"LIQUOR,WINE,BEER"
2016-03-18,78.0,"LIQUOR,WINE,BEER"
2016-03-19,111.0,"LIQUOR,WINE,BEER"
2016-03-21,45.0,"LIQUOR,WINE,BEER"
